ProductKey;CustomerKey;SalesOrderNumber;OrderQuantity;UnitPrice;DueDate
528;16355;SO54741;1;4,99;01.04.2013
528;16750;SO54788;1;4,99;02.04.2013
528;15910;SO54848;1;4,99;03.04.2013
528;17663;SO54907;1;4,99;04.04.2013
528;15156;SO55058;1;4,99;07.04.2013
528;22142;SO55108;1;4,99;08.04.2013
528;16115;SO55161;1;4,99;09.04.2013
528;15307;SO55352;1;4,99;11.04.2013
528;16003;SO55578;1;4,99;15.04.2013
528;15883;SO55635;1;4,99;16.04.2013
528;15368;SO55767;1;4,99;18.04.2013
528;15273;SO55770;1;4,99;18.04.2013
528;11499;SO55782;1;4,99;18.04.2013
528;12960;SO55786;1;4,99;18.04.2013
528;15875;SO55892;1;4,99;20.04.2013
528;16238;SO55943;1;4,99;21.04.2013
528;11695;SO55948;1;4,99;21.04.2013
528;23728;SO55985;1;4,99;22.04.2013
528;11694;SO56050;1;4,99;23.04.2013
528;26335;SO56076;1;4,99;24.04.2013
528;14399;SO56089;1;4,99;24.04.2013
528;11807;SO56167;1;4,99;25.04.2013
528;14903;SO56205;1;4,99;26.04.2013
528;16143;SO56247;1;4,99;27.04.2013
528;15344;SO56354;1;4,99;29.04.2013
528;14920;SO56458;1;4,99;01.05.2013
528;15305;SO56565;1;4,99;03.05.2013
528;15946;SO56624;1;4,99;04.05.2013
528;12015;SO56634;1;4,99;04.05.2013
528;26492;SO56656;1;4,99;05.05.2013
528;17335;SO56660;1;4,99;05.05.2013
528;22367;SO56812;1;4,99;08.05.2013
528;15431;SO56818;1;4,99;08.05.2013
528;12927;SO56888;1;4,99;09.05.2013
528;11855;SO56889;1;4,99;09.05.2013
528;15544;SO56928;1;4,99;10.05.2013
528;14594;SO56929;1;4,99;10.05.2013
528;16249;SO56981;1;4,99;11.05.2013
528;15405;SO56983;1;4,99;11.05.2013
528;14919;SO57215;1;4,99;12.05.2013
528;15400;SO57273;1;4,99;13.05.2013
528;12095;SO57341;1;4,99;14.05.2013
528;15013;SO57399;1;4,99;15.05.2013
528;11504;SO57406;1;4,99;15.05.2013
528;25348;SO57441;1;4,99;16.05.2013
528;14758;SO57450;1;4,99;16.05.2013
528;11210;SO57566;1;4,99;18.05.2013
528;15884;SO57612;1;4,99;19.05.2013
528;12197;SO57621;1;4,99;19.05.2013
528;23205;SO57710;1;4,99;21.05.2013
528;15317;SO57716;1;4,99;21.05.2013
528;11783;SO57823;1;4,99;23.05.2013
528;14876;SO57872;1;4,99;24.05.2013
528;14622;SO57922;1;4,99;25.05.2013
528;26059;SO57973;1;4,99;26.05.2013
528;11273;SO57992;1;4,99;26.05.2013
528;11714;SO57995;1;4,99;26.05.2013
528;22989;SO58090;1;4,99;28.05.2013
528;16503;SO58157;1;4,99;29.05.2013
528;11720;SO58171;1;4,99;29.05.2013
528;15274;SO58220;1;4,99;30.05.2013
528;14562;SO58268;1;4,99;31.05.2013
528;11657;SO58618;1;4,99;06.06.2013
528;22076;SO58657;1;4,99;07.06.2013
528;15776;SO58664;1;4,99;07.06.2013
528;14491;SO58666;1;4,99;07.06.2013
528;16006;SO58736;1;4,99;08.06.2013
528;14659;SO58738;1;4,99;08.06.2013
528;23184;SO58792;1;4,99;09.06.2013
528;15970;SO58796;1;4,99;09.06.2013
528;14508;SO58798;1;4,99;09.06.2013
528;25882;SO58856;1;4,99;10.06.2013
528;11716;SO59181;1;4,99;12.06.2013
528;11928;SO59182;1;4,99;12.06.2013
528;16234;SO59305;1;4,99;14.06.2013
528;12427;SO59447;1;4,99;16.06.2013
528;22162;SO59519;1;4,99;17.06.2013
528;16385;SO59527;1;4,99;17.06.2013
528;15912;SO59603;1;4,99;18.06.2013
528;12101;SO59620;1;4,99;18.06.2013
528;26458;SO59662;1;4,99;19.06.2013
528;15955;SO59781;1;4,99;21.06.2013
528;14487;SO59783;1;4,99;21.06.2013
528;15392;SO59935;1;4,99;23.06.2013
528;12201;SO59949;1;4,99;23.06.2013
528;15295;SO60006;1;4,99;24.06.2013
528;12940;SO60015;1;4,99;24.06.2013
528;15854;SO60072;1;4,99;25.06.2013
528;14899;SO60073;1;4,99;25.06.2013
528;16371;SO60213;1;4,99;27.06.2013
528;14593;SO60347;1;4,99;29.06.2013
528;14609;SO60483;1;4,99;01.07.2013
528;15403;SO60661;1;4,99;04.07.2013
528;15895;SO60793;1;4,99;06.07.2013
528;25341;SO60904;1;4,99;08.07.2013
528;23727;SO60905;1;4,99;08.07.2013
528;16091;SO60912;1;4,99;08.07.2013
528;15853;SO60986;1;4,99;09.07.2013
528;14762;SO60988;1;4,99;09.07.2013
528;11024;SO60998;1;4,99;09.07.2013
528;11887;SO61000;1;4,99;09.07.2013
528;14627;SO61132;1;4,99;11.07.2013
528;12146;SO61147;1;4,99;11.07.2013
528;16720;SO61338;1;4,99;13.07.2013
528;15516;SO61457;1;4,99;15.07.2013
528;23689;SO61500;1;4,99;16.07.2013
528;12978;SO61576;1;4,99;17.07.2013
528;11692;SO61704;1;4,99;19.07.2013
528;15165;SO61755;1;4,99;20.07.2013
528;15375;SO61813;1;4,99;21.07.2013
528;15011;SO61814;1;4,99;21.07.2013
528;22087;SO61872;1;4,99;22.07.2013
528;11795;SO61997;1;4,99;24.07.2013
528;14729;SO62050;1;4,99;25.07.2013
528;16356;SO62196;1;4,99;27.07.2013
528;15545;SO62260;1;4,99;28.07.2013
528;11737;SO62327;1;4,99;29.07.2013
528;22364;SO62358;1;4,99;30.07.2013
528;15164;SO62363;1;4,99;30.07.2013
528;16063;SO62423;1;4,99;31.07.2013
528;15772;SO62424;1;4,99;31.07.2013
528;12931;SO62436;1;4,99;31.07.2013
528;11874;SO62438;1;4,99;31.07.2013
528;15957;SO62601;1;4,99;03.08.2013
528;15858;SO62603;1;4,99;03.08.2013
528;16652;SO62718;1;4,99;05.08.2013
528;24227;SO62897;1;4,99;08.08.2013
528;15773;SO62903;1;4,99;08.08.2013
528;11285;SO62915;1;4,99;08.08.2013
528;16010;SO63025;1;4,99;10.08.2013
528;15202;SO63026;1;4,99;10.08.2013
528;14748;SO63316;1;4,99;12.08.2013
528;16017;SO63317;1;4,99;12.08.2013
528;14620;SO63388;1;4,99;13.08.2013
528;16014;SO63453;1;4,99;14.08.2013
528;12029;SO63467;1;4,99;14.08.2013
528;23206;SO63571;1;4,99;16.08.2013
528;15382;SO63578;1;4,99;16.08.2013
528;16714;SO63580;1;4,99;16.08.2013
528;22085;SO63644;1;4,99;17.08.2013
528;11164;SO63662;1;4,99;17.08.2013
528;11163;SO63663;1;4,99;17.08.2013
528;23737;SO64080;1;4,99;24.08.2013
528;24226;SO64081;1;4,99;24.08.2013
528;15326;SO64140;1;4,99;25.08.2013
528;15470;SO64271;1;4,99;27.08.2013
528;14742;SO64406;1;4,99;29.08.2013
528;15533;SO64556;1;4,99;31.08.2013
528;11320;SO64578;1;4,99;31.08.2013
528;22126;SO64630;1;4,99;01.09.2013
528;14571;SO64705;1;4,99;02.09.2013
528;26196;SO64745;1;4,99;03.09.2013
528;15541;SO64754;1;4,99;03.09.2013
528;16715;SO64877;1;4,99;05.09.2013
528;25862;SO64909;1;4,99;06.09.2013
528;17658;SO64982;1;4,99;07.09.2013
528;16357;SO64986;1;4,99;07.09.2013
528;16064;SO65114;1;4,99;09.09.2013
528;11524;SO65125;1;4,99;09.09.2013
528;15947;SO65417;1;4,99;11.09.2013
528;14907;SO65418;1;4,99;11.09.2013
528;23133;SO65472;1;4,99;12.09.2013
528;15408;SO65478;1;4,99;12.09.2013
528;23297;SO65649;1;4,99;15.09.2013
528;18058;SO65654;1;4,99;15.09.2013
528;15896;SO65704;1;4,99;16.09.2013
528;15747;SO65766;1;4,99;17.09.2013
528;11306;SO65922;1;4,99;19.09.2013
528;16130;SO66172;1;4,99;23.09.2013
528;23564;SO66388;1;4,99;27.09.2013
528;17674;SO66601;1;4,99;30.09.2013
528;26677;SO66659;1;4,99;01.10.2013
528;11169;SO66984;1;4,99;06.10.2013
528;22134;SO67037;1;4,99;07.10.2013
528;13168;SO67125;1;4,99;08.10.2013
528;22723;SO67362;1;4,99;11.10.2013
528;23304;SO67364;1;4,99;11.10.2013
528;22744;SO67436;1;4,99;12.10.2013
528;15855;SO67441;1;4,99;12.10.2013
528;16336;SO67517;1;4,99;13.10.2013
528;15982;SO67518;1;4,99;13.10.2013
528;22865;SO67596;1;4,99;14.10.2013
528;15296;SO67800;1;4,99;17.10.2013
528;15282;SO67870;1;4,99;18.10.2013
528;14488;SO68048;1;4,99;21.10.2013
528;15814;SO68119;1;4,99;22.10.2013
528;26518;SO68168;1;4,99;23.10.2013
528;23495;SO68216;1;4,99;24.10.2013
528;16485;SO68223;1;4,99;24.10.2013
528;22184;SO68298;1;4,99;25.10.2013
528;15539;SO68304;1;4,99;25.10.2013
528;15836;SO68364;1;4,99;26.10.2013
528;22738;SO68488;1;4,99;28.10.2013
528;26376;SO68639;1;4,99;30.10.2013
528;15401;SO68707;1;4,99;31.10.2013
528;11638;SO68712;1;4,99;31.10.2013
528;16152;SO68764;1;4,99;01.11.2013
528;14513;SO68765;1;4,99;01.11.2013
528;15741;SO68766;1;4,99;01.11.2013
528;22190;SO68908;1;4,99;03.11.2013
528;15857;SO68979;1;4,99;04.11.2013
528;14489;SO69277;1;4,99;08.11.2013
528;16120;SO69686;1;4,99;11.11.2013
528;15316;SO69687;1;4,99;11.11.2013
528;14615;SO69688;1;4,99;11.11.2013
528;14389;SO69690;1;4,99;11.11.2013
528;14499;SO69691;1;4,99;11.11.2013
528;14595;SO69692;1;4,99;11.11.2013
528;11188;SO69830;1;4,99;13.11.2013
528;13723;SO69832;1;4,99;13.11.2013
528;14630;SO69893;1;4,99;14.11.2013
528;16724;SO69895;1;4,99;14.11.2013
528;14390;SO69969;1;4,99;15.11.2013
528;11931;SO69978;1;4,99;15.11.2013
528;16131;SO70119;1;4,99;17.11.2013
528;15736;SO70275;1;4,99;19.11.2013
528;11159;SO70285;1;4,99;19.11.2013
528;22890;SO70394;1;4,99;21.11.2013
528;23068;SO70539;1;4,99;23.11.2013
528;23147;SO70772;1;4,99;26.11.2013
528;23705;SO70888;1;4,99;28.11.2013
528;14663;SO70899;1;4,99;28.11.2013
528;13092;SO71459;1;4,99;06.12.2013
528;15387;SO71519;1;4,99;07.12.2013
528;15327;SO71520;1;4,99;07.12.2013
528;15177;SO71523;1;4,99;07.12.2013
528;16337;SO71584;1;4,99;08.12.2013
528;15956;SO71648;1;4,99;09.12.2013
528;11222;SO71732;1;4,99;10.12.2013
528;11980;SO71735;1;4,99;10.12.2013
528;23877;SO71967;1;4,99;11.12.2013
528;18313;SO72024;1;4,99;12.12.2013
528;26467;SO72079;1;4,99;13.12.2013
528;11655;SO72159;1;4,99;14.12.2013
528;14612;SO72304;1;4,99;16.12.2013
528;14490;SO72305;1;4,99;16.12.2013
528;16749;SO72377;1;4,99;17.12.2013
528;15190;SO72378;1;4,99;17.12.2013
528;14493;SO72380;1;4,99;17.12.2013
528;23388;SO72456;1;4,99;18.12.2013
528;15835;SO72463;1;4,99;18.12.2013
528;15358;SO72533;1;4,99;19.12.2013
528;14764;SO72534;1;4,99;19.12.2013
528;15412;SO72607;1;4,99;20.12.2013
528;11781;SO72685;1;4,99;21.12.2013
528;15360;SO72752;1;4,99;22.12.2013
528;16505;SO72812;1;4,99;23.12.2013
528;14479;SO72887;1;4,99;24.12.2013
528;22039;SO72980;1;4,99;25.12.2013
528;14403;SO72989;1;4,99;25.12.2013
528;15477;SO73057;1;4,99;26.12.2013
528;24925;SO73128;1;4,99;27.12.2013
528;23063;SO73203;1;4,99;28.12.2013
528;23301;SO73205;1;4,99;28.12.2013
528;16212;SO73209;1;4,99;28.12.2013
528;15738;SO73210;1;4,99;28.12.2013
528;26122;SO73434;1;4,99;31.12.2013
528;14564;SO73449;1;4,99;31.12.2013
528;11086;SO73610;1;4,99;02.01.2014
528;23674;SO73666;1;4,99;03.01.2014
528;23468;SO73816;1;4,99;05.01.2014
528;11310;SO73833;1;4,99;05.01.2014
528;15960;SO73895;1;4,99;06.01.2014
528;15393;SO73897;1;4,99;06.01.2014
528;15877;SO73973;1;4,99;07.01.2014
528;15891;SO73974;1;4,99;07.01.2014
528;16726;SO73976;1;4,99;07.01.2014
528;11715;SO73986;1;4,99;07.01.2014
528;26009;SO74111;1;4,99;09.01.2014
528;15495;SO74171;1;4,99;10.01.2014
528;22105;SO74265;1;4,99;13.01.2014
528;22548;SO74285;1;4,99;14.01.2014
528;14407;SO74325;1;4,99;15.01.2014
528;16239;SO74395;1;4,99;17.01.2014
528;16070;SO74396;1;4,99;17.01.2014
528;23093;SO74429;1;4,99;18.01.2014
528;22781;SO74452;1;4,99;19.01.2014
528;15574;SO74456;1;4,99;19.01.2014
528;11733;SO74465;1;4,99;19.01.2014
528;14759;SO74573;1;4,99;23.01.2014
528;11849;SO74580;1;4,99;23.01.2014
528;24747;SO74629;1;4,99;25.01.2014
528;14500;SO74708;1;4,99;27.01.2014
528;12087;SO74715;1;4,99;27.01.2014
528;22757;SO74731;1;4,99;28.01.2014
528;11190;SO74750;1;4,99;28.01.2014
528;15383;SO74827;1;4,99;31.01.2014
528;15336;SO74867;1;4,99;01.02.2014
528;16723;SO74899;1;4,99;02.02.2014
528;16060;SO74957;1;4,99;04.02.2014
528;15361;SO74986;1;4,99;05.02.2014
528;15160;SO75105;1;4,99;09.02.2014
528;14474;SO75106;1;4,99;09.02.2014
477;16982;SO51899;1;4,99;09.02.2013
477;16781;SO51947;1;4,99;10.02.2013
477;21918;SO51989;1;4,99;11.02.2013
477;16953;SO52133;1;4,99;14.02.2013
477;17506;SO52183;1;4,99;15.02.2013
477;16814;SO52186;1;4,99;15.02.2013
477;18110;SO52187;1;4,99;15.02.2013
477;23277;SO52235;1;4,99;16.02.2013
477;17447;SO52241;1;4,99;16.02.2013
477;18102;SO52242;1;4,99;16.02.2013
477;18095;SO52306;1;4,99;17.02.2013
477;17014;SO52592;1;4,99;23.02.2013
477;17165;SO52694;1;4,99;25.02.2013
477;19639;SO52745;1;4,99;26.02.2013
477;18111;SO52799;1;4,99;27.02.2013
477;18751;SO52802;1;4,99;27.02.2013
477;17016;SO52864;1;4,99;28.02.2013
477;18094;SO52985;1;4,99;03.03.2013
477;18109;SO53212;1;4,99;07.03.2013
477;18348;SO53311;1;4,99;09.03.2013
477;18760;SO53421;1;4,99;11.03.2013
477;18123;SO53799;1;4,99;15.03.2013
477;17437;SO53801;1;4,99;15.03.2013
477;16383;SO53802;1;4,99;15.03.2013
477;20494;SO53844;1;4,99;16.03.2013
477;17130;SO53895;1;4,99;17.03.2013
477;17419;SO54001;1;4,99;19.03.2013
477;18424;SO54058;1;4,99;20.03.2013
477;19214;SO54059;1;4,99;20.03.2013
477;17683;SO54063;1;4,99;20.03.2013
477;17275;SO54158;1;4,99;22.03.2013
477;16760;SO54160;1;4,99;22.03.2013
477;16860;SO54281;1;4,99;24.03.2013
477;17380;SO54283;1;4,99;24.03.2013
477;16767;SO54400;1;4,99;26.03.2013
477;18777;SO54401;1;4,99;26.03.2013
477;17366;SO54448;1;4,99;27.03.2013
477;18552;SO54556;1;4,99;29.03.2013
477;16965;SO54624;1;4,99;30.03.2013
477;17169;SO54684;1;4,99;31.03.2013
477;18064;SO54842;1;4,99;03.04.2013
477;17138;SO54905;1;4,99;04.04.2013
477;18423;SO54998;1;4,99;06.04.2013
477;18349;SO55000;1;4,99;06.04.2013
477;18063;SO55056;1;4,99;07.04.2013
477;18327;SO55162;1;4,99;09.04.2013
477;18574;SO55201;1;4,99;10.04.2013
477;16992;SO55414;1;4,99;12.04.2013
477;18312;SO55524;1;4,99;14.04.2013
477;16963;SO55527;1;4,99;14.04.2013
477;18387;SO55576;1;4,99;15.04.2013
477;20505;SO55631;1;4,99;16.04.2013
477;17122;SO55705;1;4,99;17.04.2013
477;23007;SO55763;1;4,99;18.04.2013
477;17031;SO55942;1;4,99;21.04.2013
477;18657;SO55991;1;4,99;22.04.2013
477;18358;SO55992;1;4,99;22.04.2013
477;20438;SO56043;1;4,99;23.04.2013
477;17033;SO56153;1;4,99;25.04.2013
477;17170;SO56203;1;4,99;26.04.2013
477;16788;SO56246;1;4,99;27.04.2013
477;17605;SO56400;1;4,99;30.04.2013
477;17694;SO56456;1;4,99;01.05.2013
477;21324;SO56503;1;4,99;02.05.2013
477;18106;SO56559;1;4,99;03.05.2013
477;18354;SO56659;1;4,99;05.05.2013
477;18071;SO56774;1;4,99;07.05.2013
477;21288;SO56872;1;4,99;09.05.2013
477;19216;SO56978;1;4,99;11.05.2013
477;18510;SO57269;1;4,99;13.05.2013
477;17455;SO57331;1;4,99;14.05.2013
477;17695;SO57332;1;4,99;14.05.2013
477;22024;SO57391;1;4,99;15.05.2013
477;17418;SO57396;1;4,99;15.05.2013
477;17698;SO57447;1;4,99;16.05.2013
477;21712;SO57552;1;4,99;18.05.2013
477;17407;SO57650;1;4,99;20.05.2013
477;17018;SO57715;1;4,99;21.05.2013
477;16874;SO58095;1;4,99;28.05.2013
477;18509;SO58377;1;4,99;02.06.2013
477;21140;SO58439;1;4,99;03.06.2013
477;21444;SO58607;1;4,99;06.06.2013
477;18342;SO58663;1;4,99;07.06.2013
477;21713;SO58729;1;4,99;08.06.2013
477;17397;SO58734;1;4,99;08.06.2013
477;17489;SO58865;1;4,99;10.06.2013
477;21492;SO59162;1;4,99;12.06.2013
477;17428;SO59167;1;4,99;12.06.2013
477;18776;SO59168;1;4,99;12.06.2013
477;17467;SO59434;1;4,99;16.06.2013
477;18975;SO59599;1;4,99;18.06.2013
477;20398;SO59776;1;4,99;21.06.2013
477;17578;SO59779;1;4,99;21.06.2013
477;18112;SO59851;1;4,99;22.06.2013
477;18099;SO59853;1;4,99;22.06.2013
477;17610;SO59854;1;4,99;22.06.2013
477;19633;SO60210;1;4,99;27.06.2013
477;17538;SO60275;1;4,99;28.06.2013
477;17174;SO60399;1;4,99;30.06.2013
477;21477;SO60584;1;4,99;03.07.2013
477;17434;SO60588;1;4,99;03.07.2013
477;17562;SO60589;1;4,99;03.07.2013
477;21245;SO60658;1;4,99;04.07.2013
477;16242;SO60717;1;4,99;05.07.2013
477;21317;SO60787;1;4,99;06.07.2013
477;17426;SO60790;1;4,99;06.07.2013
477;16875;SO60791;1;4,99;06.07.2013
477;17459;SO60910;1;4,99;08.07.2013
477;16990;SO60983;1;4,99;09.07.2013
477;21368;SO61127;1;4,99;11.07.2013
477;17396;SO61294;1;4,99;12.07.2013
477;21328;SO61742;1;4,99;20.07.2013
477;17436;SO61749;1;4,99;20.07.2013
477;17696;SO61807;1;4,99;21.07.2013
477;17532;SO61808;1;4,99;21.07.2013
477;16154;SO61937;1;4,99;23.07.2013
477;17547;SO62049;1;4,99;25.07.2013
477;18061;SO62113;1;4,99;26.07.2013
477;12894;SO62158;1;4,99;27.07.2013
477;17577;SO62195;1;4,99;27.07.2013
477;17179;SO62259;1;4,99;28.07.2013
477;18100;SO62311;1;4,99;29.07.2013
477;18347;SO62362;1;4,99;30.07.2013
477;21460;SO62599;1;4,99;03.08.2013
477;18405;SO62600;1;4,99;03.08.2013
477;16644;SO62902;1;4,99;08.08.2013
477;21303;SO62963;1;4,99;09.08.2013
477;16677;SO63313;1;4,99;12.08.2013
477;17507;SO63381;1;4,99;13.08.2013
477;18069;SO63384;1;4,99;13.08.2013
477;17155;SO63452;1;4,99;14.08.2013
477;18417;SO63521;1;4,99;15.08.2013
477;16905;SO63522;1;4,99;15.08.2013
477;17598;SO63648;1;4,99;17.08.2013
477;18473;SO63712;1;4,99;18.08.2013
477;20094;SO63781;1;4,99;19.08.2013
477;17172;SO63782;1;4,99;19.08.2013
477;17602;SO63847;1;4,99;20.08.2013
477;17440;SO63903;1;4,99;21.08.2013
477;18343;SO64328;1;4,99;28.08.2013
477;11982;SO64378;1;4,99;29.08.2013
477;16900;SO64401;1;4,99;29.08.2013
477;17525;SO64484;1;4,99;30.08.2013
477;21433;SO64552;1;4,99;31.08.2013
477;20105;SO64637;1;4,99;01.09.2013
477;18761;SO64818;1;4,99;04.09.2013
477;17408;SO64874;1;4,99;05.09.2013
477;17395;SO64917;1;4,99;06.09.2013
477;21718;SO64974;1;4,99;07.09.2013
477;20643;SO65111;1;4,99;09.09.2013
477;17607;SO65416;1;4,99;11.09.2013
477;18235;SO65474;1;4,99;12.09.2013
477;16994;SO65476;1;4,99;12.09.2013
477;20099;SO65521;1;4,99;13.09.2013
477;17863;SO65522;1;4,99;13.09.2013
477;22340;SO65579;1;4,99;14.09.2013
477;17265;SO65581;1;4,99;14.09.2013
477;17454;SO65653;1;4,99;15.09.2013
477;21800;SO65695;1;4,99;16.09.2013
477;20095;SO65827;1;4,99;18.09.2013
477;18498;SO65974;1;4,99;20.09.2013
477;18531;SO66044;1;4,99;21.09.2013
477;18425;SO66169;1;4,99;23.09.2013
477;19644;SO66171;1;4,99;23.09.2013
477;16655;SO66287;1;4,99;25.09.2013
477;16808;SO66462;1;4,99;28.09.2013
477;17606;SO66463;1;4,99;28.09.2013
477;16647;SO66599;1;4,99;30.09.2013
477;16775;SO66663;1;4,99;01.10.2013
477;22047;SO66717;1;4,99;02.10.2013
477;18062;SO66849;1;4,99;04.10.2013
477;18778;SO66850;1;4,99;04.10.2013
477;17448;SO67041;1;4,99;07.10.2013
477;16901;SO67043;1;4,99;07.10.2013
477;18750;SO67368;1;4,99;11.10.2013
477;18410;SO67439;1;4,99;12.10.2013
477;16838;SO67440;1;4,99;12.10.2013
477;18474;SO67599;1;4,99;14.10.2013
477;18667;SO67601;1;4,99;14.10.2013
477;20774;SO67794;1;4,99;17.10.2013
477;17435;SO67924;1;4,99;19.10.2013
477;18328;SO68043;1;4,99;21.10.2013
477;17520;SO68044;1;4,99;21.10.2013
477;16904;SO68118;1;4,99;22.10.2013
477;17344;SO68220;1;4,99;24.10.2013
477;18339;SO68301;1;4,99;25.10.2013
477;17032;SO68302;1;4,99;25.10.2013
477;16817;SO68303;1;4,99;25.10.2013
477;16769;SO68574;1;4,99;29.10.2013
477;20098;SO68702;1;4,99;31.10.2013
477;18119;SO68703;1;4,99;31.10.2013
477;17382;SO68706;1;4,99;31.10.2013
477;16719;SO68708;1;4,99;31.10.2013
477;20535;SO68756;1;4,99;01.11.2013
477;17394;SO68843;1;4,99;02.11.2013
477;16759;SO68977;1;4,99;04.11.2013
477;16842;SO69113;1;4,99;06.11.2013
477;12205;SO69161;1;4,99;07.11.2013
477;18421;SO69190;1;4,99;07.11.2013
477;16843;SO69274;1;4,99;08.11.2013
477;22010;SO69333;1;4,99;09.11.2013
477;18076;SO69601;1;4,99;10.11.2013
477;18779;SO69968;1;4,99;15.11.2013
477;18456;SO70046;1;4,99;16.11.2013
477;20083;SO70048;1;4,99;16.11.2013
477;16766;SO70049;1;4,99;16.11.2013
477;17490;SO70116;1;4,99;17.11.2013
477;17469;SO70117;1;4,99;17.11.2013
477;17146;SO70118;1;4,99;17.11.2013
477;23275;SO70181;1;4,99;18.11.2013
477;18536;SO70334;1;4,99;20.11.2013
477;18340;SO70337;1;4,99;20.11.2013
477;17117;SO70401;1;4,99;21.11.2013
477;18662;SO70402;1;4,99;21.11.2013
477;17173;SO70624;1;4,99;24.11.2013
477;16903;SO70627;1;4,99;24.11.2013
477;17145;SO70693;1;4,99;25.11.2013
477;21286;SO70835;1;4,99;27.11.2013
477;17164;SO70838;1;4,99;27.11.2013
477;18455;SO70896;1;4,99;28.11.2013
477;17684;SO70965;1;4,99;29.11.2013
477;18101;SO71042;1;4,99;30.11.2013
477;19221;SO71043;1;4,99;30.11.2013
477;16718;SO71045;1;4,99;30.11.2013
477;18230;SO71303;1;4,99;04.12.2013
477;17517;SO71380;1;4,99;05.12.2013
477;16795;SO71440;1;4,99;06.12.2013
477;16813;SO71441;1;4,99;06.12.2013
477;21398;SO71516;1;4,99;07.12.2013
477;16787;SO71518;1;4,99;07.12.2013
477;23190;SO71580;1;4,99;08.12.2013
477;20523;SO71644;1;4,99;09.12.2013
477;16891;SO71646;1;4,99;09.12.2013
477;16988;SO72088;1;4,99;13.12.2013
477;16379;SO72212;1;4,99;15.12.2013
477;21705;SO72373;1;4,99;17.12.2013
477;21262;SO72458;1;4,99;18.12.2013
477;18550;SO72460;1;4,99;18.12.2013
477;16806;SO72532;1;4,99;19.12.2013
477;16748;SO72608;1;4,99;20.12.2013
477;16917;SO72672;1;4,99;21.12.2013
477;16648;SO72750;1;4,99;22.12.2013
477;21774;SO72876;1;4,99;24.12.2013
477;17178;SO73208;1;4,99;28.12.2013
477;19210;SO73285;1;4,99;29.12.2013
477;16966;SO73286;1;4,99;29.12.2013
477;21462;SO73356;1;4,99;30.12.2013
477;21779;SO73442;1;4,99;31.12.2013
477;20100;SO73445;1;4,99;31.12.2013
477;21731;SO73526;1;4,99;01.01.2014
477;16853;SO73533;1;4,99;01.01.2014
477;21591;SO73671;1;4,99;03.01.2014
477;17472;SO73743;1;4,99;04.01.2014
477;20695;SO73886;1;4,99;06.01.2014
477;19404;SO73892;1;4,99;06.01.2014
477;17523;SO73972;1;4,99;07.01.2014
477;21735;SO74046;1;4,99;08.01.2014
477;18434;SO74050;1;4,99;08.01.2014
477;16240;SO74294;1;4,99;14.01.2014
477;18507;SO74319;1;4,99;15.01.2014
477;18107;SO74322;1;4,99;15.01.2014
477;16816;SO74351;1;4,99;16.01.2014
477;17549;SO74392;1;4,99;17.01.2014
477;16883;SO74394;1;4,99;17.01.2014
477;21341;SO74453;1;4,99;19.01.2014
